attempts_on_target_from_inside_the_area,name,id,yellow_cards,fouls_suffered,role,attempts_inside_the_area,crosses_attempted,corners,distance_covered__km_,height,top_speed__km_h_,recovered_balls,country,penalties_scored,distance_covered_in_possession__km_,shots_blocked,fouls_causing_penalty,goals_scored_by_backheel,total_passes,short_passes_completed,age,attempts_outside_the_area,offsides,medium_passes_completed,red_cards,jerseynum,tackles_suffered,clearances,attempts_on_target,headed_goals,attempts_on_target_from_outside_the_area,international_goals,tackles,attempts,goals_scored_with_the_right_foot,blocks,lost_balls,attempts_off_target,save_rate,passes_completed,goals_scored,long_passes_completed,dribbles_into_penalty_area,international_caps,crosses_completed,tackles_won,shots_from_free_kick,goal_kicks_successfully_reaching_a_team_mate,throws,distance_covered_not_in_possession__km_,fouls_committed,deliveries_into_penalty_area,minutes_played,date_of_birth,goals_scored_with_the_left_foot,saves,matches_played,attempts_against_woodwork,assists
,inessa kaagman,387078,,,midfielder,,,,,170.0,,,netherlands,,,,,,,,23,,,,,15,,,,,,0,,,,,,,,,,,,2,,,,,,,,,,1996-04-17 00:00:00,,,,,
1,lucia garcia,398092,0,7,forward,6,7,0,26.9,163.0,0,0,spain,0,0,4,0,0,82,0,20,1,2,0,0,17,0,2,1,0,0,1,2,7,1,0,0,2,0,58,1,0,0,18,0,0,0,0,0,0,9,0,252,1998-07-14 00:00:00,0,0,4,0,1
0,irene paredes,387133,1,0,defender,2,1,0,37.9,178.0,0,0,spain,0,0,0,0,0,223,0,28,0,0,0,0,4,0,17,0,0,0,8,6,2,0,2,0,2,0,179,0,0,0,68,0,0,0,0,0,0,5,0,360,1991-07-04 00:00:00,0,0,4,0,0
1,marta corredera,387143,1,4,defender,1,5,0,36.6,162.0,0,0,spain,0,0,2,0,0,235,0,27,4,0,0,0,7,0,8,2,0,1,5,6,5,0,0,0,1,0,169,0,0,0,72,0,0,0,0,0,0,6,0,360,1991-08-08 00:00:00,0,0,4,0,0
,andrea pereira,420282,,,defender,,,,,164.0,,,spain,,,,,,,,25,,,,,20,,,,,,0,,,,,,,,,,,,26,,,,,,,,,,1993-09-19 00:00:00,,,,,
0,celia jimenez,387130,0,0,defender,0,0,0,0.7,170.0,0,0,spain,0,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,4,1995-06-20 00:00:00,0,0,1,0,0
2,nahikari garcia,377769,0,2,forward,6,1,0,25.4,160.0,0,0,spain,0,0,2,0,0,52,0,22,1,4,0,0,22,0,1,3,0,1,1,1,7,0,0,0,2,0,43,0,0,0,13,0,0,0,0,0,0,1,0,232,1997-03-10 00:00:00,0,0,4,0,0
0,aitana bonmati,377762,0,0,midfielder,1,0,0,6.7,162.0,0,0,spain,0,0,1,0,0,35,0,21,0,0,0,0,18,0,0,0,0,0,1,2,1,0,0,0,0,0,31,0,0,0,14,0,0,0,0,0,0,0,0,58,1998-01-18 00:00:00,0,0,2,0,0
0,leila ouahabi,420281,0,1,defender,0,4,0,20.5,172.0,0,0,spain,0,0,1,0,0,98,0,26,1,0,0,0,3,0,3,0,0,0,1,1,1,0,0,0,0,0,77,0,0,0,29,0,0,0,0,0,0,3,0,180,1993-03-22 00:00:00,0,0,2,0,0
0,silvia meseguer,387136,0,0,midfielder,1,1,0,8.3,168.0,0,0,spain,0,0,1,0,0,39,0,30,1,0,0,0,15,0,1,0,0,0,5,0,2,0,0,0,1,0,31,0,0,0,67,0,0,0,0,0,0,0,0,66,1989-03-12 00:00:00,0,0,1,0,0
0,virginia torrecilla,387135,0,3,midfielder,1,1,0,39.8,173.0,0,0,spain,0,0,3,1,0,178,0,24,5,1,0,0,14,0,6,0,0,0,6,8,6,0,1,0,3,0,131,0,0,0,62,0,0,0,0,0,0,8,0,353,1994-09-04 00:00:00,0,0,4,0,1
1,mariona caldentey,398097,0,1,forward,2,8,3,25,164.0,0,0,spain,0,0,1,0,0,136,0,23,3,1,0,0,9,0,1,2,0,1,2,1,5,0,0,0,2,0,104,0,0,0,25,0,0,0,0,0,0,2,1,201,1996-03-19 00:00:00,0,0,4,0,0
2,patri guijarro,377757,0,3,midfielder,4,3,0,24.1,170.0,0,0,spain,0,0,2,0,0,91,0,21,4,0,0,0,12,0,2,3,0,1,3,3,8,0,0,0,3,0,65,0,0,0,22,0,0,0,0,0,0,2,0,204,1998-05-17 00:00:00,0,0,3,0,0
0,vicky losada,387153,0,2,midfielder,0,3,1,8.9,168.0,0,0,spain,0,0,0,0,0,45,0,28,1,0,0,0,6,0,1,0,0,0,13,0,1,0,0,0,1,0,34,0,0,0,66,0,0,0,0,0,0,1,0,77,1991-03-05 00:00:00,0,0,2,0,0
,dolores gallardo,325626,,,goalkeeper,,,,,171.0,,,spain,,,,,,,,26,,,,,1,,,,,,0,,,,,,,,,,,,30,,,,,,,,,,1993-06-10 00:00:00,,,,,
0,andrea falcon,377772,0,2,forward,0,1,0,6.5,167.0,0,0,spain,0,0,0,0,0,4,0,22,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,1,0,57,1997-02-28 00:00:00,0,0,2,0,0
0,maria leon,420279,0,2,defender,0,1,0,35.1,169.0,0,0,spain,0,0,0,1,0,206,0,24,1,0,0,0,16,0,6,0,0,0,1,1,1,0,2,0,1,0,173,0,0,0,29,0,0,1,0,0,0,4,0,360,1995-06-13 00:00:00,0,0,4,0,0
5,jennifer hermoso,387138,0,6,forward,8,18,18,42,174.0,0,0,spain,2,0,3,0,0,227,0,29,5,0,0,0,10,0,0,8,0,3,31,0,13,1,0,0,2,0,174,3,0,0,73,0,0,0,0,0,0,7,0,360,1990-05-09 00:00:00,2,0,4,0,0
1,marta torrejon,387132,0,0,defender,2,8,0,19.4,170.0,0,0,spain,0,0,1,0,0,118,0,29,1,0,0,0,8,0,3,1,0,0,9,0,3,0,0,0,1,0,100,0,0,0,90,0,0,1,0,0,0,1,0,180,1990-02-27 00:00:00,0,0,2,0,0
,maria quinones,398095,,,goalkeeper,,,,,171.0,,,spain,,,,,,,,22,,,,,23,,,,,,0,,,,,,,,,,,,3,,,,,,,,,,1996-10-29 00:00:00,,,,,
0,amanda sampedro,325638,0,1,midfielder,1,1,0,5.2,159.0,0,0,spain,0,0,0,0,0,35,0,26,0,0,0,0,19,0,0,0,0,0,11,0,1,0,0,0,1,0,31,0,0,0,49,0,0,0,0,0,0,1,0,45,1993-06-26 00:00:00,0,0,1,0,0
,ivana andres,325623,,,defender,,,,,164.0,,,spain,,,,,,,,24,,,,,5,,,,,,0,,,,,,,,,,,,22,,,,,,,,,,1994-07-13 00:00:00,,,,,
0,sandra panos,387128,0,0,goalkeeper,0,0,0,20.5,168.0,0,0,spain,0,0,0,0,0,55,0,26,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,69.2,37,0,0,0,34,0,0,0,0,0,0,0,0,360,1992-11-04 00:00:00,0,9,4,0,0
3,alexia putellas,325636,0,2,midfielder,5,5,0,28.4,175.0,0,0,spain,0,0,3,0,0,128,0,25,2,1,0,0,11,0,1,4,0,1,14,1,7,0,0,0,0,0,94,0,0,0,70,0,0,1,0,0,0,1,0,251,1994-02-04 00:00:00,0,0,4,0,0
0,alyssa naeher,301016,0,1,goalkeeper,0,0,0,32.9,175.0,0,0,usa,0,0,0,0,0,90,0,31,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,78.6,58,0,0,0,53,0,0,0,0,0,0,0,0,630,1988-04-20 00:00:00,0,13,7,0,0
0,kelley o hara,251016,1,5,defender,1,11,0,56.9,165.0,0,0,usa,0,0,0,0,0,306,0,30,0,0,0,0,5,0,13,0,0,0,2,4,1,0,1,0,1,0,258,0,0,0,124,0,0,0,0,0,0,4,0,492,1988-08-04 00:00:00,0,0,6,0,2
0,emily sonnett,357595,0,0,defender,0,0,0,1.6,170.0,0,0,usa,0,0,0,0,0,12,0,25,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,34,0,0,0,0,0,0,0,0,8,1993-11-25 00:00:00,0,0,1,0,0
2,julie ertz,357578,0,4,midfielder,6,1,0,53,170.0,0,0,usa,0,0,2,0,0,172,0,27,4,0,0,0,8,0,13,3,1,1,19,7,10,0,3,0,5,0,130,1,0,0,88,0,0,0,0,0,0,3,0,474,1992-04-06 00:00:00,0,0,6,0,0
0,abby dahlkemper,357572,1,0,defender,0,0,0,66.4,170.0,0,0,usa,0,0,0,0,0,385,0,26,0,0,0,0,7,0,11,0,0,0,0,3,0,0,2,0,0,0,331,0,0,0,47,0,0,0,0,0,0,3,0,622,1993-05-13 00:00:00,0,0,7,0,0
1,mallory pugh,381358,0,3,forward,2,5,0,14,162.0,0,0,usa,0,0,0,0,0,53,0,21,1,0,0,0,2,0,2,1,0,0,17,2,3,0,0,0,2,0,44,1,0,0,56,0,0,0,0,0,0,1,0,118,1998-04-29 00:00:00,1,0,3,0,1
0,becky sauerbrunn,212341,1,1,defender,0,0,0,54.7,170.0,0,0,usa,0,0,1,1,0,305,0,34,1,0,0,0,4,0,19,0,0,0,0,4,1,0,3,0,0,0,270,0,0,0,164,0,0,0,0,0,0,2,0,540,1985-06-06 00:00:00,0,0,6,0,0
,ashlyn harris,191970,,,goalkeeper,,,,,170.0,,,usa,,,,,,,,33,,,,,18,,,,,,0,,,,,,,,,,,,21,,,,,,,,,,1985-10-19 00:00:00,,,,,
0,ali krieger,294518,0,0,defender,0,4,0,15.4,168.0,0,0,usa,0,0,0,0,0,112,0,34,0,0,0,0,11,0,0,0,0,0,1,2,0,0,0,0,0,0,89,0,0,0,103,0,0,0,0,0,0,3,0,138,1984-07-28 00:00:00,0,0,3,0,0
5,rose lavelle,381352,0,5,midfielder,6,2,0,51.4,162.0,0,0,usa,0,0,3,0,0,164,0,24,4,0,0,0,16,0,3,7,0,1,10,2,14,0,0,0,4,0,121,3,0,0,33,0,0,0,0,0,0,2,0,427,1995-05-14 00:00:00,3,0,6,0,0
4,samantha mewis,300549,0,1,midfielder,8,5,0,56.6,180.0,0,0,usa,0,0,2,0,0,207,0,26,5,1,0,0,3,0,12,7,0,2,14,6,16,0,1,0,7,0,152,2,0,0,56,0,0,0,0,0,0,3,0,467,1992-10-09 00:00:00,2,0,6,0,3
6,carli lloyd,264572,0,7,forward,14,2,0,25.5,172.0,0,0,usa,0,0,1,0,0,59,0,36,1,1,0,0,10,0,1,8,1,1,113,1,16,1,0,0,7,0,40,3,0,0,281,0,0,0,0,0,0,6,0,194,1982-07-16 00:00:00,1,0,7,0,0
1,tobin heath,252102,0,6,forward,3,26,12,54.9,162.0,0,0,usa,0,0,3,0,0,172,0,31,2,2,0,0,17,0,1,2,0,1,30,2,8,0,0,0,3,0,118,0,0,0,156,0,0,0,0,0,0,5,0,494,1988-05-29 00:00:00,0,0,6,0,1
,adrianna franch,324229,,,goalkeeper,,,,,174.0,,,usa,,,,,,,,28,,,,,21,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,1990-11-12 00:00:00,,,,,
6,megan rapinoe,212337,1,7,forward,9,21,16,42.3,167.0,0,0,usa,3,0,3,0,0,248,0,34,4,5,0,0,15,0,5,7,0,1,50,5,14,6,0,0,4,0,186,6,0,0,158,0,0,1,0,0,0,4,1,428,1985-07-05 00:00:00,0,0,5,0,3
4,christen press,301020,0,0,forward,8,17,11,31.1,170.0,0,0,usa,0,0,3,0,0,121,0,30,2,1,0,0,23,0,1,4,1,0,49,2,11,0,0,0,4,0,74,1,0,0,123,0,0,0,0,0,0,4,1,255,1988-12-29 00:00:00,0,0,7,0,1
12,alex morgan,302753,0,13,forward,18,0,1,52.3,170.0,0,0,usa,0,0,4,0,0,117,0,30,2,2,0,0,13,0,2,13,2,1,107,3,22,1,0,0,5,0,70,6,0,0,169,0,0,0,0,0,0,7,3,490,1989-07-02 00:00:00,3,0,6,0,3
0,tierna davidson,420165,0,0,defender,0,9,6,9.4,177.0,0,0,usa,0,0,0,0,0,85,0,20,0,0,0,0,12,0,3,0,0,0,1,2,0,0,0,0,0,0,74,0,0,0,21,0,0,0,0,0,0,1,2,90,1998-09-19 00:00:00,0,0,1,0,2
2,lindsey horan,357577,2,2,midfielder,5,2,0,45.9,175.0,0,0,usa,0,0,0,0,0,226,0,25,1,2,0,0,9,0,5,3,0,0,10,3,7,0,2,0,4,0,187,2,0,0,74,0,0,0,0,0,0,5,0,357,1994-05-26 00:00:00,1,0,6,0,2
2,crystal dunn,300533,0,6,defender,2,6,0,57.7,157.0,0,0,usa,0,0,0,0,0,351,0,27,2,1,0,0,19,0,14,3,0,1,24,14,6,0,1,0,3,0,266,0,0,0,91,0,0,0,0,0,0,2,1,540,1992-07-03 00:00:00,0,0,6,0,1
0,morgan brian,300777,0,4,midfielder,1,3,0,10.4,170.0,0,0,usa,0,0,0,0,0,48,0,26,0,0,0,0,6,0,2,0,0,0,6,2,1,0,0,0,1,0,42,0,0,0,83,0,0,0,0,0,0,1,0,90,1993-02-26 00:00:00,0,0,1,0,0
0,jessica mcdonald,301013,0,1,forward,1,2,0,5.2,182.0,0,0,usa,0,0,0,0,0,10,0,31,0,0,0,0,22,0,0,0,0,0,2,0,1,0,0,0,1,0,7,0,0,0,8,0,0,0,0,0,0,0,0,45,1988-02-28 00:00:00,0,0,1,0,0
0,allie long,252111,1,1,midfielder,0,0,0,4,172.0,0,0,usa,0,0,0,0,0,19,0,31,1,0,0,0,20,0,0,0,0,0,6,0,1,0,0,0,1,0,18,0,0,0,46,0,0,0,0,0,0,3,0,31,1987-08-13 00:00:00,0,0,1,0,0
1,hanna glas,420377,0,2,defender,2,4,0,66.6,172.0,0,0,sweden,0,0,0,0,0,313,0,26,2,0,0,0,4,0,21,2,0,1,0,19,4,0,1,0,2,0,247,0,0,0,29,0,0,0,0,0,0,5,0,597,1993-04-16 00:00:00,0,0,7,0,0
2,elin rubensson,324596,0,2,midfielder,3,8,0,48.6,166.0,0,0,sweden,1,0,1,0,0,183,0,26,2,0,0,0,23,0,8,2,0,0,3,8,5,1,0,0,2,0,140,1,0,0,68,0,0,0,0,0,0,5,1,415,1993-05-11 00:00:00,0,0,5,0,1
,jennifer falk,420376,,,goalkeeper,,,,,171.0,,,sweden,,,,,,,,26,,,,,12,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,1993-04-26 00:00:00,,,,,
1,olivia schough,321281,0,1,midfielder,2,1,0,10,172.0,0,0,sweden,0,0,0,0,0,31,0,28,0,0,0,0,22,0,2,1,0,0,9,1,2,0,0,0,1,0,22,0,0,0,74,0,0,0,0,0,0,0,0,77,1991-03-11 00:00:00,0,0,2,0,0
1,fridolina rolfo,356452,2,0,forward,6,15,1,40.9,178.0,0,0,sweden,0,0,4,0,0,140,0,25,6,0,0,0,18,0,9,3,0,2,9,12,12,0,0,0,5,0,92,1,0,0,41,0,0,0,0,0,0,5,0,349,1993-11-24 00:00:00,1,0,6,0,0
3,madelen janogy,420379,0,1,midfielder,5,0,0,11.2,164.0,0,0,sweden,0,0,2,0,0,22,0,23,0,0,0,0,7,0,0,3,0,0,2,0,5,0,0,0,0,0,17,1,0,0,7,0,0,0,0,0,0,2,0,95,1995-11-12 00:00:00,1,0,3,0,0
0,nathalie bjorn,395147,0,1,defender,0,1,1,22.7,174.0,0,0,sweden,0,0,0,0,0,77,0,22,0,0,0,0,15,0,11,0,0,0,2,3,1,0,0,0,1,0,59,0,0,0,13,0,0,0,0,0,0,2,0,177,1997-05-04 00:00:00,0,0,4,0,0
0,mimmi larsson,395153,0,0,forward,0,0,0,3.1,168.0,0,0,sweden,0,0,0,0,0,4,0,25,0,0,0,0,20,0,0,0,0,0,6,3,0,0,0,0,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,22,1994-04-09 00:00:00,0,0,2,0,0
,julia roddar,420383,,,midfielder,,,,,167.0,,,sweden,,,,,,,,27,,,,,14,,,,,,0,,,,,,,,,,,,6,,,,,,,,,,1992-02-16 00:00:00,,,,,
1,julia zigiotti,398275,1,1,midfielder,2,1,0,22.7,163.0,0,0,sweden,0,0,2,0,0,59,0,21,2,0,0,0,16,0,3,2,0,1,0,2,5,0,0,0,1,0,40,0,0,0,10,0,0,0,0,0,0,2,0,176,1997-12-24 00:00:00,0,0,3,0,0
0,jonna andersson,395146,0,0,defender,0,0,1,13.2,167.0,0,0,sweden,0,0,0,0,0,46,0,26,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,43,0,0,0,0,0,0,0,0,99,1993-01-02 00:00:00,0,0,2,0,0
1,linda sembrant,298806,0,0,defender,2,0,0,70.9,175.0,0,0,sweden,0,0,0,0,0,299,0,32,1,0,0,0,3,0,22,1,1,0,9,5,3,0,2,0,2,0,258,1,0,0,117,0,0,0,0,0,0,5,0,660,1987-05-15 00:00:00,0,0,7,0,1
1,nilla fischer,265233,0,3,defender,2,0,0,57.2,176.0,0,0,sweden,0,0,0,0,0,335,0,34,1,0,0,0,5,0,9,2,0,1,23,0,3,0,5,0,1,0,282,0,0,0,182,0,0,0,0,0,0,7,0,546,1984-08-02 00:00:00,0,0,6,0,0
5,sofia jakobsson,321274,1,2,forward,6,17,0,67,174.0,0,0,sweden,0,0,0,0,0,123,0,29,7,2,0,0,10,0,6,7,0,2,19,6,14,2,0,0,7,0,55,2,0,0,107,0,0,0,0,0,0,4,0,570,1990-04-23 00:00:00,0,0,6,0,0
0,caroline seger,265238,0,7,midfielder,1,1,0,70.7,173.0,0,0,sweden,0,0,2,0,0,346,0,34,2,0,0,0,17,0,13,0,0,0,27,14,3,0,1,0,1,0,288,0,0,0,200,0,0,0,0,0,0,4,0,612,1985-03-19 00:00:00,0,0,7,0,0
1,anna anvegard,398248,0,0,forward,4,0,0,10.7,167.0,0,0,sweden,0,0,1,0,0,39,0,22,1,0,0,0,19,0,0,1,0,0,1,0,5,0,0,0,3,0,31,0,0,0,12,0,0,0,0,0,0,1,0,103,1997-05-10 00:00:00,0,0,3,0,1
3,magdalena eriksson,386970,1,4,defender,4,25,20,62,172.0,0,0,sweden,0,0,0,0,0,361,0,25,3,0,0,0,6,0,9,4,0,1,5,8,7,0,2,0,3,0,234,0,0,0,55,0,0,1,0,0,0,7,2,561,1993-09-08 00:00:00,0,0,6,0,1
5,stina blackstenius,395148,0,4,forward,10,5,0,60,174.0,0,0,sweden,0,0,2,0,0,85,0,23,2,7,0,0,11,0,2,6,0,0,12,2,14,1,0,0,6,0,58,2,0,0,50,0,0,0,0,0,0,4,0,535,1996-02-05 00:00:00,1,0,6,0,1
,zecira musovic,387088,,,goalkeeper,,,,,178.0,,,sweden,,,,,,,,23,,,,,21,,,,,,0,,,,,,,,,,,,2,,,,,,,,,,1996-05-26 00:00:00,,,,,
4,kosovare asllani,298807,1,19,midfielder,13,26,16,71.4,166.0,0,0,sweden,0,0,4,1,0,247,0,29,3,0,0,0,9,0,9,5,0,0,35,11,17,1,2,0,8,0,173,3,0,0,134,0,0,0,0,0,0,24,1,604,1989-07-29 00:00:00,2,0,7,0,1
3,lina hurtig,387093,0,3,forward,5,3,0,33.9,180.0,0,0,sweden,0,0,0,0,0,73,0,23,1,0,0,0,8,0,4,4,1,1,4,3,6,0,0,0,2,0,52,1,0,0,25,0,0,0,0,0,0,8,0,270,1995-09-05 00:00:00,0,0,7,0,0
0,hedvig lindahl,191872,1,0,goalkeeper,0,0,0,41.6,179.0,0,0,sweden,0,0,0,0,0,116,0,36,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,80,88,0,0,0,165,0,0,0,0,0,0,0,0,660,1983-04-29 00:00:00,0,19,7,0,0
0,amanda ilestedt,324571,0,0,defender,0,0,0,17,178.0,0,0,sweden,0,0,0,0,0,37,0,26,0,0,0,0,13,0,10,0,0,0,2,0,0,0,1,0,0,0,27,0,0,0,29,0,0,0,0,0,0,2,0,132,1993-01-17 00:00:00,0,0,3,0,0
8,sara daebritz,358757,0,6,midfielder,11,6,3,50.3,171.0,0,0,germany,1,0,5,0,0,162,0,24,9,0,0,0,13,0,6,10,0,2,13,9,20,1,2,0,5,0,124,3,0,0,65,0,0,1,0,0,0,7,0,450,1995-02-15 00:00:00,2,0,5,0,1
0,dzsenifer marozsan,300502,0,3,midfielder,0,5,10,13.6,171.0,0,0,germany,0,0,0,0,0,66,0,27,0,0,0,0,10,0,0,0,0,0,32,4,0,0,0,0,0,0,42,0,0,0,92,0,0,0,0,0,0,0,1,135,1992-04-18 00:00:00,0,0,2,0,0
3,giulia gwinn,397127,0,2,defender,4,9,1,54.6,170.0,0,0,germany,0,0,0,0,0,229,0,20,4,3,0,0,15,0,11,5,0,2,2,9,8,1,1,0,3,0,178,1,0,0,13,0,0,0,0,0,0,4,0,450,1999-07-02 00:00:00,0,0,5,0,1
0,sara doorsoun,300511,0,5,defender,0,0,0,49.1,168.0,0,0,germany,0,0,0,0,0,273,0,27,0,0,0,0,23,0,19,0,0,0,0,11,0,0,3,0,0,0,231,0,0,0,30,0,0,0,0,0,0,1,0,450,1991-11-17 00:00:00,0,0,5,0,0
1,marina hegering,296661,0,4,defender,3,1,0,49.6,170.0,0,0,germany,0,0,1,0,0,276,0,29,2,0,0,0,5,0,10,1,0,0,0,1,5,0,6,0,3,0,235,0,0,0,8,0,0,0,0,0,0,5,0,450,1990-04-17 00:00:00,0,0,5,0,0
0,kathrin hendrich,300514,0,3,defender,1,1,0,15.6,174.0,0,0,germany,0,0,1,0,0,73,0,27,0,0,0,0,3,0,1,0,0,0,4,0,1,0,0,0,0,0,58,0,0,0,31,0,0,0,0,0,0,0,0,135,1992-04-06 00:00:00,0,0,2,0,0
0,lena goessling,213596,0,1,defender,0,1,1,9.8,171.0,0,0,germany,0,0,0,0,0,26,0,33,0,0,0,0,8,0,1,0,0,0,10,0,0,0,1,0,0,0,19,0,0,0,106,0,0,0,0,0,0,0,0,80,1986-03-08 00:00:00,0,0,1,0,0
2,lina magull,325670,1,12,midfielder,6,8,8,36.3,166.0,0,0,germany,0,0,3,0,0,170,0,24,2,1,0,0,20,0,3,3,0,1,9,4,8,1,0,0,2,0,137,2,0,0,36,0,0,2,0,0,0,5,0,302,1994-08-15 00:00:00,1,0,5,0,1
0,linda dallmann,357386,0,1,midfielder,1,0,0,9.4,158.0,0,0,germany,0,0,1,0,0,39,0,24,0,2,0,0,16,0,2,0,0,0,5,2,1,0,0,0,0,0,32,0,0,0,23,0,0,0,0,0,0,0,0,76,1994-09-02 00:00:00,0,0,2,0,0
,johanna elsig,300513,,,defender,,,,,177.0,,,germany,,,,,,,,26,,,,,14,,,,,,0,,,,,,,,,,,,12,,,,,,,,,,1992-11-01 00:00:00,,,,,
,laura benkarth,324474,,,goalkeeper,,,,,173.0,,,germany,,,,,,,,26,,,,,12,,,,,,0,,,,,,,,,,,,8,,,,,,,,,,1992-10-14 00:00:00,,,,,
0,almuth schult,300520,0,1,goalkeeper,0,0,0,27.9,180.0,0,0,germany,0,0,0,0,0,157,0,28,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,81.8,118,0,0,0,64,0,0,0,0,0,0,0,0,450,1991-02-09 00:00:00,0,9,5,0,0
2,melanie leupolz,325668,0,3,midfielder,2,0,0,23.6,173.0,0,0,germany,0,0,0,0,0,120,0,25,1,0,0,0,18,0,1,2,1,0,9,4,3,0,0,0,1,0,101,1,0,0,62,0,0,0,0,0,0,2,0,208,1994-04-14 00:00:00,0,0,4,0,0
0,verena schweers,296659,1,2,defender,0,9,5,20.4,170.0,0,0,germany,0,0,0,0,0,98,0,30,0,1,0,0,17,0,8,0,0,0,3,3,0,0,0,0,0,0,67,0,0,0,47,0,0,0,0,0,0,3,0,180,1989-05-22 00:00:00,0,0,3,0,1
,turid knaak,300507,,,midfielder,,,,,168.0,,,germany,,,,,,,,28,,,,,22,,,,,,1,,,,,,,,,,,,8,,,,,,,,,,1991-01-24 00:00:00,,,,,
0,lena oberdorf,397141,1,2,midfielder,1,0,0,17.3,174.0,0,0,germany,0,0,0,0,0,56,0,17,0,0,0,0,6,0,3,0,0,0,0,5,1,0,1,0,1,0,38,0,0,0,7,0,0,0,0,0,0,4,0,151,2001-12-19 00:00:00,0,0,4,0,0
2,klara buehl,397123,0,0,forward,3,2,0,18.2,172.0,0,0,germany,0,0,1,0,0,38,0,18,1,1,0,0,19,0,1,2,0,0,0,4,4,0,0,0,1,0,30,0,0,0,5,0,0,0,0,0,0,3,0,156,2000-12-07 00:00:00,0,0,3,0,0
0,carolin simon,300499,0,1,defender,1,8,8,21.8,164.0,0,0,germany,0,0,0,0,0,151,0,26,1,0,0,0,2,0,6,0,0,0,3,5,2,0,0,0,2,0,123,0,0,0,20,0,0,0,0,0,0,4,0,178,1992-11-24 00:00:00,0,0,4,0,0
3,lea schueller,377677,0,1,forward,3,1,0,21.6,173.0,0,0,germany,0,0,0,0,0,36,0,21,0,2,0,0,7,0,0,3,0,0,9,0,3,1,1,0,0,0,26,1,0,0,17,0,0,0,0,0,0,0,0,188,1997-11-12 00:00:00,0,0,4,0,0
1,svenja huth,300505,1,6,midfielder,4,14,0,47.2,163.0,0,0,germany,0,0,1,0,0,177,0,28,4,6,0,0,9,0,1,2,0,1,7,3,8,0,0,0,5,0,120,0,0,0,49,0,0,0,0,0,0,3,0,414,1991-01-25 00:00:00,0,0,5,0,0
7,alexandra popp,300509,1,9,forward,13,2,0,50.3,174.0,0,0,germany,0,0,3,0,0,129,0,28,4,2,0,0,11,0,8,7,2,0,48,5,17,0,2,0,7,0,85,2,0,0,101,0,0,0,0,0,0,5,0,450,1991-04-06 00:00:00,0,0,5,0,0
,merle frohms,358768,,,goalkeeper,,,,,175.0,,,germany,,,,,,,,24,,,,,21,,,,,,0,,,,,,,,,,,,4,,,,,,,,,,1995-01-28 00:00:00,,,,,
0,leonie maier,301381,0,0,defender,0,0,0,6.4,163.0,0,0,germany,0,0,0,0,0,28,0,26,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,21,0,0,0,70,0,0,0,0,0,0,0,0,47,1992-09-29 00:00:00,0,0,1,0,0
0,nicole mcclure,420519,0,1,goalkeeper,0,0,0,3.9,172.0,0,0,jamaica,0,0,0,0,0,5,0,29,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,42.9,2,0,0,0,16,0,0,0,0,0,0,0,0,90,1989-11-16 00:00:00,0,3,1,0,0
0,chinyelu asher,420514,0,2,midfielder,0,1,0,13.7,168.0,0,0,jamaica,0,0,1,0,0,21,0,26,1,0,0,0,7,0,3,0,0,0,3,3,1,0,0,0,0,0,17,0,0,0,23,0,0,0,0,0,0,0,0,108,1993-05-20 00:00:00,0,0,2,0,0
0,lauren silver,420706,0,0,midfielder,0,0,1,2.2,157.0,0,0,jamaica,0,0,0,0,0,8,0,26,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,18,0,0,0,0,0,0,0,0,14,1993-03-22 00:00:00,0,0,1,0,0
0,dominique bond-flasza,420522,0,0,defender,0,2,0,9.8,165.0,0,0,jamaica,0,0,0,0,0,40,0,22,1,0,0,0,16,0,4,0,0,0,2,3,1,0,1,0,1,0,27,0,0,0,17,0,0,1,0,0,0,0,0,90,1996-09-11 00:00:00,0,0,1,0,0
0,sydney schneider,420511,1,1,goalkeeper,0,0,0,8.1,178.0,0,0,jamaica,0,0,0,0,0,27,0,19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,33.3,22,0,0,0,12,0,0,0,0,0,0,0,0,180,1999-08-31 00:00:00,0,4,2,0,0
